Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,post_img1mb,6762,0,1200.0,1228.168024257748,46.68686599688954,10085.351598998386,85942.0,100.73031893320238,0.0,1200,1400,1500,1600,1800,2000,5600,6400,9200,10000,10000
,Aggregated,6762,0,1200.0,1228.168024257748,46.68686599688954,10085.351598998386,85942.0,100.73031893320238,0.0,1200,1400,1500,1600,1800,2000,5600,6400,9200,10000,10000
