Method,Name,Error,Occurrences
GET,post_text400,HTTPError('500 Server Error: Internal Server Error for url: post_text400'),55
GET,post_img1mb,HTTPError('500 Server Error: Internal Server Error for url: post_img1mb'),86
GET,post_img300,HTTPError('500 Server Error: Internal Server Error for url: post_img300'),64
