Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,asset_img1mb,762,0,3,3.8833705945053656,2.450106003379915,26.87214099569246,1080054.0,10.454076704885232,0.0,3,4,4,4,5,6,15,18,27,27,27
GET,post_img1mb,762,0,46,46.27846146838555,43.27638800168643,62.780359003227204,73746.0,10.454076704885232,0.0,46,47,47,47,48,49,51,53,63,63,63
,Aggregated,1524,0,27,25.080916031445458,2.450106003379915,62.780359003227204,576900.0,20.908153409770463,0.0,43,45,46,46,47,48,50,51,62,63,63
