Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,asset_img300,7134,0,14,36.98560655822164,1.3034439980401658,5232.66771499766,307254.0,98.35138983188898,0.0,14,25,34,41,65,88,120,170,3600,5200,5200
GET,post_img300,7316,182,1000.0,1030.4580950646828,2.8750519995810464,7969.144385999243,71822.7042099508,100.86049453463691,2.5091047027479387,1000,1300,1500,1600,2000,2100,2300,2700,6600,8000,8000
,Aggregated,14450,182,65,539.9783211542931,1.3034439980401658,7969.144385999243,188055.70519031142,199.21188436652588,2.5091047027479387,65,660,1100,1200,1700,2000,2200,2400,5600,7600,8000
