Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,asset_img1mb,1257,0,3,3.5705979538075394,2.3403939994750544,12.380848005705047,1080054.0,17.38834583437002,0.0,3,4,4,4,5,6,7,9,11,12,12
GET,asset_img300,968,0,2,1.977970953545488,1.3421490002656356,11.183948998223059,307254.0,13.390547945640558,0.0,2,2,2,2,3,4,5,6,11,11,11
GET,post_img1mb,1257,0,45,45.72474916309457,41.488838993245736,77.91398799599847,73746.0,17.38834583437002,0.0,45,46,46,46,48,50,58,67,75,78,78
GET,post_img300,968,0,44,45.186954045322246,42.07080100604799,74.530733996653,73593.0,13.390547945640558,0.0,44,45,46,46,47,49,52,58,75,75,75
GET,post_text400,612,0,57,57.76353578290416,53.69643100129906,84.14834299765062,484199.0,8.465924940838864,0.0,57,58,58,59,61,63,70,74,84,84,84
,Aggregated,5062,0,44,28.244010790989186,1.3421490002656356,84.14834299765062,417881.52587909915,70.02371250086001,0.0,44,45,46,46,56,58,60,63,75,84,84
