Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,asset_img300,2818,0,2,1.8896715280839416,1.3200569956097752,12.55404599942267,307254.0,38.63315601170714,0.0,2,2,2,2,2,3,4,5,9,13,13
GET,post_img300,2818,0,45,45.453405162183046,41.69583899783902,101.86368200083962,73593.0,38.63315601170714,0.0,45,45,46,46,47,49,56,65,85,100,100
,Aggregated,5636,0,13,23.671538345133495,1.3200569956097752,101.86368200083962,190423.5,77.26631202341429,0.0,42,44,45,45,46,47,49,56,82,100,100
