Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,asset_img300,2843,0,2,1.8829759165637971,1.3212709964136593,8.89887099765474,307254.0,38.88305554161656,0.0,2,2,2,2,2,3,4,5,8,9,9
GET,post_img300,2843,0,45,45.4068962544065,41.64850600500358,82.47634199506138,73593.0,38.88305554161656,0.0,45,45,46,46,47,49,56,61,80,82,82
,Aggregated,5686,0,9,23.644936085485146,1.3212709964136593,82.47634199506138,190423.5,77.76611108323311,0.0,42,44,45,45,46,47,50,56,76,82,82
